ACCESSION,Phenotype,TREATMENT,SEM_RN_mean,N1_RN_mean,N2_RN_mean,N3_RN_mean,N4_RN_mean,N5_RN_mean,N6_RN_mean,SEM_Angle_mean,N1_Angle_mean,N2_Angle_mean,N3_Angle_mean,N4_Angle_mean,N5_Angle_mean,N6_Angle_mean,Aper,Nitrogen_treatment,Tag,density,respiration,Optimal_N,Min_N,Optimal_P,Min_P,Pho_treatment,Diameter_scaling
12_295,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.037975768,1078.778565,683.6012436,60,30,6,1.105136367
12_320,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.034633852,1069.07892,676.838187,60,30,6,1.124386476
12_345,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.031291935,1059.379276,670.0751304,60,30,6,1.143636585
12_370,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.027950018,1049.679631,663.3120739,60,30,6,1.162886694
12_395,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.024608102,1039.979986,656.5490173,60,30,6,1.182136802
12_420,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.021266185,1030.280341,649.7859607,60,30,6,1.201386911
12_445,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.017924268,1020.580696,643.0229041,60,30,6,1.22063702
13_170,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.057206912,1141.853489,742.5231263,60,30,6,1.086563292
13_195,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.053864995,1132.153844,735.7600697,60,30,6,1.1058134
13_220,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.050523078,1122.454199,728.9970131,60,30,6,1.125063509
13_245,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.047181162,1112.754555,722.2339565,60,30,6,1.144313618
13_270,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.043839245,1103.05491,715.4709,60,30,6,1.163563727
13_295,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.040497328,1093.355265,708.7078434,60,30,6,1.182813836
13_320,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.037155412,1083.65562,701.9447868,60,30,6,1.202063944
13_345,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.033813495,1073.955975,695.1817303,60,30,6,1.221314053
13_370,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.030471578,1064.256331,688.4186737,60,30,6,1.240564162
13_395,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.027129662,1054.556686,681.6556171,60,30,6,1.259814271
13_420,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.023787745,1044.857041,674.8925605,60,30,6,1.279064379
13_445,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.020445828,1035.157396,668.129504,60,30,6,1.298314488
14_170,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.059728472,1156.430189,767.6297261,60,30,6,1.16424076
14_195,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.056386555,1146.730544,760.8666695,60,30,6,1.183490869
14_220,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.053044638,1137.030899,754.1036129,60,30,6,1.202740978
14_245,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.049702722,1127.331254,747.3405564,60,30,6,1.221991086
14_270,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.046360805,1117.63161,740.5774998,60,30,6,1.241241195
14_295,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.043018888,1107.931965,733.8144432,60,30,6,1.260491304
14_320,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.039676972,1098.23232,727.0513866,60,30,6,1.279741413
14_345,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.036335055,1088.532675,720.2883301,60,30,6,1.298991521
14_370,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.032993138,1078.83303,713.5252735,60,30,6,1.31824163
14_395,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.029651222,1069.133386,706.7622169,60,30,6,1.337491739
14_420,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.026309305,1059.433741,699.9991604,60,30,6,1.356741848
14_445,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.022967388,1049.734096,693.2361038,60,30,6,1.375991957
15_170,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.062250032,1171.006889,792.7363259,60,30,6,1.241918228
15_195,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.058908115,1161.307244,785.9732693,60,30,6,1.261168337
15_220,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.055566198,1151.607599,779.2102127,60,30,6,1.280418446
15_245,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.052224282,1141.907954,772.4471562,60,30,6,1.299668555
15_270,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.048882365,1132.208309,765.6840996,60,30,6,1.318918663
15_295,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.045540448,1122.508665,758.921043,60,30,6,1.338168772
15_320,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.042198532,1112.80902,752.1579865,60,30,6,1.357418881
15_345,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.038856615,1103.109375,745.3949299,60,30,6,1.37666899
15_370,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.035514698,1093.40973,738.6318733,60,30,6,1.395919099
15_395,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.032172782,1083.710085,731.8688167,60,30,6,1.415169207
15_420,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.028830865,1074.01044,725.1057602,60,30,6,1.434419316
15_445,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.025488948,1064.310796,718.3427036,60,30,6,1.453669425
16_170,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.064771592,1185.583588,817.8429257,60,30,6,1.319595697
16_195,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.061429675,1175.883944,811.0798691,60,30,6,1.338845805
16_220,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.058087758,1166.184299,804.3168126,60,30,6,1.358095914
16_245,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.054745842,1156.484654,797.553756,60,30,6,1.377346023
16_270,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.051403925,1146.785009,790.7906994,60,30,6,1.396596132
16_295,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.048062008,1137.085364,784.0276428,60,30,6,1.41584624
16_320,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.044720092,1127.385719,777.2645863,60,30,6,1.435096349
16_345,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.041378175,1117.686075,770.5015297,60,30,6,1.454346458
16_370,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.038036258,1107.98643,763.7384731,60,30,6,1.473596567
16_395,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.034694342,1098.286785,756.9754166,60,30,6,1.492846676
16_420,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.031352425,1088.58714,750.21236,60,30,6,1.512096784
16_445,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.028010508,1078.887495,743.4493034,60,30,6,1.531346893
17_170,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.067293152,1200.160288,842.9495255,60,30,6,1.397273165
17_195,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.063951235,1190.460643,836.186469,60,30,6,1.416523274
17_220,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.060609318,1180.760998,829.4234124,60,30,6,1.435773382
17_245,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.057267402,1171.061354,822.6603558,60,30,6,1.455023491
17_270,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.053925485,1161.361709,815.8972992,60,30,6,1.4742736
17_295,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.050583568,1151.662064,809.1342427,60,30,6,1.493523709
17_320,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.047241652,1141.962419,802.3711861,60,30,6,1.512773818
17_345,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.043899735,1132.262774,795.6081295,60,30,6,1.532023926
17_370,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.040557818,1122.56313,788.8450729,60,30,6,1.551274035
17_395,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.037215902,1112.863485,782.0820164,60,30,6,1.570524144
17_420,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.033873985,1103.16384,775.3189598,60,30,6,1.589774253
17_445,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.030532068,1093.464195,768.5559032,60,30,6,1.609024361
6_170,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.039555992,1039.816591,566.7769276,60,30,6,0.542821014
6_195,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.036214075,1030.116946,560.013871,60,30,6,0.562071122
6_220,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.032872158,1020.417301,553.2508144,60,30,6,0.581321231
6_245,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.029530242,1010.717657,546.4877578,60,30,6,0.60057134
6_270,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.026188325,1001.018012,539.7247013,60,30,6,0.619821449
6_295,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.022846408,991.3183669,532.9616447,60,30,6,0.639071558
6_320,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.019504492,981.6187221,526.1985881,60,30,6,0.658321666
6_345,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.016162575,971.9190773,519.4355315,60,30,6,0.677571775
6_370,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.012820658,962.2194324,512.672475,60,30,6,0.696821884
6_395,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.009478742,952.5197876,505.9094184,60,30,6,0.716071993
6_420,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.006136825,942.8201428,499.1463618,60,30,6,0.735322102
6_445,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.002794908,933.120498,492.3833053,60,30,6,0.75457221
7_170,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.042077552,1054.393291,591.8835274,60,30,6,0.620498482
7_195,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.038735635,1044.693646,585.1204708,60,30,6,0.639748591
7_220,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.035393718,1034.994001,578.3574142,60,30,6,0.6589987
7_245,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.032051802,1025.294356,571.5943577,60,30,6,0.678248808
7_270,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.028709885,1015.594711,564.8313011,60,30,6,0.697498917
7_295,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.025367968,1005.895067,558.0682445,60,30,6,0.716749026
7_320,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.022026052,996.1954218,551.3051879,60,30,6,0.735999135
7_345,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.018684135,986.495777,544.5421314,60,30,6,0.755249243
7_370,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.015342218,976.7961322,537.7790748,60,30,6,0.774499352
7_395,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.012000302,967.0964874,531.0160182,60,30,6,0.793749461
7_420,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.008658385,957.3968426,524.2529616,60,30,6,0.81299957
7_445,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.005316468,947.6971977,517.4899051,60,30,6,0.832249679
8_170,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.044599112,1068.96999,616.9901272,60,30,6,0.69817595
8_195,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.041257195,1059.270346,610.2270706,60,30,6,0.717426059
8_220,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.037915278,1049.570701,603.464014,60,30,6,0.736676168
8_245,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.034573362,1039.871056,596.7009575,60,30,6,0.755926277
8_270,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.031231445,1030.171411,589.9379009,60,30,6,0.775176385
8_295,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.027889528,1020.471766,583.1748443,60,30,6,0.794426494
8_320,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.024547612,1010.772122,576.4117877,60,30,6,0.813676603
8_345,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.021205695,1001.072477,569.6487312,60,30,6,0.832926712
8_370,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.017863778,991.3728319,562.8856746,60,30,6,0.852176821
8_395,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.014521862,981.6731871,556.122618,60,30,6,0.871426929
8_420,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.011179945,971.9735423,549.3595615,60,30,6,0.890677038
8_445,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.007838028,962.2738975,542.5965049,60,30,6,0.909927147
9_170,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.047120672,1083.54669,642.096727,60,30,6,0.775853419
9_195,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.043778755,1073.847045,635.3336704,60,30,6,0.795103527
9_220,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.040436838,1064.147401,628.5706139,60,30,6,0.814353636
9_245,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.037094922,1054.447756,621.8075573,60,30,6,0.833603745
9_270,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.033753005,1044.748111,615.0445007,60,30,6,0.852853854
9_295,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.030411088,1035.048466,608.2814441,60,30,6,0.872103962
9_320,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.027069172,1025.348821,601.5183876,60,30,6,0.891354071
9_345,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.023727255,1015.649176,594.755331,60,30,6,0.91060418
9_370,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.020385338,1005.949532,587.9922744,60,30,6,0.929854289
9_395,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.017043422,996.2498868,581.2292178,60,30,6,0.949104398
9_420,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.013701505,986.550242,574.4661613,60,30,6,0.968354506
9_445,NA,LN8,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.445,P1,0.094,0.010359588,976.8505972,567.7031047,60,30,6,0.987604615
10_170,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.049642232,1098.12339,667.2033268,60,30,6,0.853530887
10_195,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.046300315,1088.423745,660.4402702,60,30,6,0.872780996
10_220,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.042958398,1078.7241,653.6772137,60,30,6,0.892031104
10_245,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.039616482,1069.024455,646.9141571,60,30,6,0.911281213
10_270,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.036274565,1059.324811,640.1511005,60,30,6,0.930531322
10_295,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.032932648,1049.625166,633.388044,60,30,6,0.949781431
10_320,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.029590732,1039.925521,626.6249874,60,30,6,0.96903154
10_345,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.026248815,1030.225876,619.8619308,60,30,6,0.988281648
10_370,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.022906898,1020.526231,613.0988742,60,30,6,1.007531757
10_395,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.019564982,1010.826587,606.3358177,60,30,6,1.026781866
10_420,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.016223065,1001.126942,599.5727611,60,30,6,1.046031975
10_445,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.012881148,991.4272969,592.8097045,60,30,6,1.065282083
11_170,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.052163792,1112.70009,692.3099266,60,30,6,0.931208355
11_195,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.048821875,1103.000445,685.5468701,60,30,6,0.950458464
11_220,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.045479958,1093.3008,678.7838135,60,30,6,0.969708573
11_245,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.042138042,1083.601155,672.0207569,60,30,6,0.988958681
11_270,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.038796125,1073.90151,665.2577003,60,30,6,1.00820879
11_295,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.035454208,1064.201866,658.4946438,60,30,6,1.027458899
11_320,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.032112292,1054.502221,651.7315872,60,30,6,1.046709008
11_345,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.028770375,1044.802576,644.9685306,60,30,6,1.065959117
11_370,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.025428458,1035.102931,638.205474,60,30,6,1.085209225
11_395,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.022086542,1025.403286,631.4424175,60,30,6,1.104459334
11_420,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.018744625,1015.703641,624.6793609,60,30,6,1.123709443
11_445,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.015402708,1006.003997,617.9163043,60,30,6,1.142959552
12_170,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.054685352,1127.276789,717.4165264,60,30,6,1.008885823
12_195,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.051343435,1117.577145,710.6534699,60,30,6,1.028135932
12_220,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.048001518,1107.8775,703.8904133,60,30,6,1.047386041
12_245,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.044659602,1098.177855,697.1273567,60,30,6,1.06663615
12_270,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.041317685,1088.47821,690.3643002,60,30,6,1.085886259
12_295,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.037975768,1078.778565,683.6012436,60,30,6,1.105136367
12_320,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.034633852,1069.07892,676.838187,60,30,6,1.124386476
12_345,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.031291935,1059.379276,670.0751304,60,30,6,1.143636585
12_370,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.027950018,1049.679631,663.3120739,60,30,6,1.162886694
12_395,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.024608102,1039.979986,656.5490173,60,30,6,1.182136802
12_420,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.021266185,1030.280341,649.7859607,60,30,6,1.201386911
12_445,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.017924268,1020.580696,643.0229041,60,30,6,1.22063702
13_170,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.057206912,1141.853489,742.5231263,60,30,6,1.086563292
13_195,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.053864995,1132.153844,735.7600697,60,30,6,1.1058134
13_220,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.050523078,1122.454199,728.9970131,60,30,6,1.125063509
13_245,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.047181162,1112.754555,722.2339565,60,30,6,1.144313618
13_270,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.043839245,1103.05491,715.4709,60,30,6,1.163563727
13_295,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.040497328,1093.355265,708.7078434,60,30,6,1.182813836
13_320,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.037155412,1083.65562,701.9447868,60,30,6,1.202063944
13_345,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.033813495,1073.955975,695.1817303,60,30,6,1.221314053
13_370,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.030471578,1064.256331,688.4186737,60,30,6,1.240564162
13_395,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.027129662,1054.556686,681.6556171,60,30,6,1.259814271
13_420,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.023787745,1044.857041,674.8925605,60,30,6,1.279064379
13_445,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.020445828,1035.157396,668.129504,60,30,6,1.298314488
14_170,NA,LN13,5,3,4,5,6,14,20,90,160,150,140,130,130,140,0.03,0.12,P1,0.094,0.059728472,1156.430189,767.6297261,60,30,6,1.16424076
